id,WorldPortIndexNumber,CountryCode,Latitude,Longitude,SuppliesFuelOil,SuppliesDieselOil,Repairs
2882,41590.0,Montenegro,42.516667,18.7,Unknown,Unknown,Moderate
2883,20060.0,UnitedStates,55.183333,-160.5,Unknown,Unknown,Unknown
2884,39360.0,Italy,43.817,7.786,Yes,Yes,Limited
2885,41220.0,Croatia,44.116667,15.216667,No,Unknown,Limited
2886,45865.0,SierraLeone,8.583333,-13.05,No,No,Unknown
2887,38720.0,France,42.516667,3.116667,Yes,Yes,Limited
2888,35600.0,UnitedKingdom,50.8,-1.1,Yes,Yes,Major
2889,38580.0,Spain,41.833333,3.116667,Yes,Yes,Limited
2890,20492.0,Canada,70.183333,-124.75,No,No,Unknown
2891,33020.0,UnitedKingdom,58.183333,-6.366667,Yes,Yes,Moderate
2892,32360.0,UnitedKingdom,57.833333,-3.833333,Unknown,Unknown,EmergencyOnly
2893,37400.0,Spain,43.35,-3.05,Yes,Yes,Major
2894,42470.0,Greece,39.366667,22.95,Yes,Yes,Limited
2895,34980.0,UnitedKingdom,51.583333,-3.816667,Yes,Yes,Major
2896,28605.0,Latvia,57.7,24.366667,Yes,Unknown,Unknown
2897,46178.0,Nigeria,4.016667,7.466667,No,No,None
2898,44490.0,Turkey,41.466667,31.816667,Yes,No,Limited
2899,36300.0,France,48.783333,-3.233333,Yes,Yes,Limited
2900,32590.0,UnitedKingdom,60.133333,-1.283333,Yes,Yes,Limited
2901,20420.0,UnitedStates,63.683333,-170.4,Yes,Yes,Unknown
2902,23195.0,Norway,60.416667,5.016667,Yes,Unknown,Moderate
2903,6840.0,UnitedStates,44.05,-68.833333,Unknown,Yes,Limited
2904,20210.0,UnitedStates,56.883333,-158.7,Unknown,Unknown,Unknown
2905,39720.0,Italy,42.816667,10.333333,No,No,Limited
2906,43572.0,Romania,45.166667,28.816667,Yes,Yes,Moderate
2907,20175.0,UnitedStates,52.716667,174.066667,Unknown,Unknown,Unknown
2908,32430.0,UnitedKingdom,59.133333,-2.6,Unknown,Unknown,EmergencyOnly
2909,6220.0,Canada,45.066667,-61.916667,Unknown,Unknown,Unknown
2910,45762.0,Morocco,35.283333,-2.933333,Yes,Yes,Limited
2911,35630.0,UnitedKingdom,50.816667,-0.25,Yes,Yes,Limited
2912,46820.0,SouthAfrica,-33.95194444,25.6425,Yes,Yes,Moderate
2913,46460.0,Congo(Brazzaville),-4.45,11.1,No,Unknown,None
2914,40940.0,Croatia,45.083333,13.633333,Yes,Unknown,None
2915,32470.0,UnitedKingdom,58.833333,-2.95,Unknown,Unknown,Limited
2916,20494.0,Canada,69.816667,-122.75,Unknown,Unknown,Unknown
2917,28870.0,Germany,53.9,11.466667,Yes,Yes,Limited
2918,41690.0,Albania,40.466667,19.5,Yes,Yes,None
2919,41320.0,Croatia,43.5,16.433333,Unknown,Yes,Moderate
2920,45835.0,Guinea-Bissau,12.283333,-16.233333,Unknown,Unknown,EmergencyOnly
2921,35410.0,UnitedKingdom,50.466667,-3.533333,Yes,Yes,Limited
2922,43750.0,Ukraine,45.2,33.383333,Unknown,Unknown,None
2923,26890.0,Sweden,63.7,20.35,Yes,Yes,Moderate
2924,38920.0,France,43.266667,6.633333,No,Unknown,Unknown
2925,27535.0,Finland,65.7,24.616667,Yes,Unknown,Limited
2926,20470.0,UnitedStates,70.65,-160.0,Yes,Yes,Unknown
2927,24635.0,Sweden,57.1,16.566667,Unknown,Unknown,Unknown
2928,5770.0,Canada,46.4,-63.783333,Yes,Yes,Limited
2929,29580.0,Denmark,54.883333,12.05,Yes,Yes,Unknown
2930,44420.0,Turkey,41.0,37.883333,Yes,Yes,Unknown
2931,47460.0,Madagascar,-23.366667,43.666667,No,No,Unknown
2932,37150.0,France,45.2,-0.75,Yes,Yes,Limited
2933,29710.0,Denmark,54.65,11.35,Yes,Yes,Limited
2934,42530.0,Greece,40.633333,22.933333,No,No,Limited
2935,44460.0,Turkey,42.05,35.166667,No,No,None
2936,28820.0,Poland,53.916667,14.266667,Yes,Yes,Moderate
2937,11190.0,PuertoRico,18.166667,-65.75,Yes,Unknown,Moderate
2938,43210.0,Greece,36.45,28.233333,Yes,Yes,Limited
2939,45380.0,Tunisia,34.283333,10.1,Yes,No,None
2940,47050.0,Tanzania,-6.166667,39.183333,Yes,Yes,Limited
2941,38630.0,Spain,39.566667,2.633333,Yes,Yes,Limited
2942,46170.0,Nigeria,5.516667,5.733333,Yes,Yes,Limited
2943,41730.0,Greece,38.95,20.75,Yes,Yes,Limited
2944,24940.0,Sweden,57.833333,18.8,Yes,Unknown,Limited
2945,28912.0,Germany,54.45,11.05,Yes,Yes,Unknown
2946,46750.0,SouthAfrica,-33.033333,17.966667,Yes,Yes,Limited
2947,40615.0,Italy,42.116667,14.716667,Yes,Yes,Unknown
2948,31430.0,UnitedKingdom,51.466667,0.333333,Yes,Yes,Limited
2949,20491.0,Canada,69.45,-133.0,Yes,Yes,Major
2950,31376.0,UnitedKingdom,51.433333,0.7,Yes,Unknown,Limited
2951,45753.0,Morocco,35.9,-5.516667,Unknown,Unknown,Unknown
2952,25370.0,Sweden,59.283333,18.916667,Yes,Unknown,Unknown
2953,45797.0,Morocco,32.3,-9.25,Yes,Yes,Limited
2954,29830.0,Denmark,55.066667,10.616667,Yes,Yes,Moderate
2955,32460.0,UnitedKingdom,58.8,-3.2,Unknown,Unknown,EmergencyOnly
2956,43790.0,Ukraine,44.483333,34.166667,No,No,Moderate
2957,25280.0,Sweden,58.666667,17.116667,Yes,Unknown,Limited
2958,47470.0,Madagascar,-25.033333,47.0,No,No,Unknown
2959,36290.0,France,48.7,-3.15,Yes,Yes,EmergencyOnly
2960,5870.0,Canada,45.616667,-61.366667,Yes,Yes,Limited
2961,46045.0,Ghana,4.95,-1.7,Unknown,Unknown,Limited
2962,39070.0,France,41.583333,9.283333,Unknown,Unknown,Unknown
2963,33030.0,UnitedKingdom,57.9,-6.816667,Yes,Yes,Limited
2964,16200.0,UnitedStates,35.166667,-120.75,Yes,Yes,Limited
2965,4500.0,UnitedStates,45.45,-83.816667,Yes,Yes,Limited
2966,36000.0,Guernsey,49.45,-2.533333,Yes,Yes,Limited
2967,37690.0,Spain,43.7,-7.433333,Unknown,Unknown,EmergencyOnly
2968,34196.0,Ireland,51.933333,-10.3,Yes,Yes,Limited
2969,35450.0,UnitedKingdom,50.583333,-2.433333,Yes,Yes,Moderate
2970,38540.0,Spain,41.1,1.233333,Yes,Yes,Limited
2971,25320.0,Sweden,59.183333,17.65,Yes,Unknown,Limited
2972,27790.0,Finland,60.8,21.4,Yes,Unknown,Moderate
2973,38670.0,Spain,39.833333,3.133333,Yes,Yes,Limited
2974,36130.0,France,48.65,-2.016667,Yes,Yes,Major
2975,16290.0,UnitedStates,37.5,-122.483333,Unknown,Yes,Unknown
2976,44603.0,Turkey,40.8,29.7,Unknown,Unknown,Unknown
2977,37900.0,Spain,42.233333,-8.716667,Yes,Yes,Major
2978,43390.0,Turkey,40.983333,27.516667,Yes,Yes,None
2979,41620.0,Montenegro,42.433333,18.7,Yes,Unknown,Major
2980,32500.0,UnitedKingdom,58.95,-2.983333,Yes,Yes,Limited
2981,42850.0,Greece,37.75,26.966667,No,Unknown,Limited
2982,5470.0,UnitedStates,47.016667,-91.65,Yes,Unknown,Unknown
2983,29545.0,Denmark,55.2,11.25,No,No,Limited
2984,5800.0,Canada,45.666667,-62.716667,Yes,Yes,Major
2985,35690.0,UnitedKingdom,50.933333,0.766667,Yes,Yes,Limited
2986,33060.0,UnitedKingdom,57.15,-5.8,Unknown,Unknown,EmergencyOnly
2987,32180.0,UnitedKingdom,56.4,-3.45,Yes,Yes,Limited
2988,38543.0,Spain,41.233333,1.733333,Unknown,Unknown,Unknown
2989,46180.0,Nigeria,4.8,5.316667,No,No,None
2990,16710.0,UnitedStates,42.733333,-124.5,Yes,Yes,Limited
2991,40960.0,Croatia,44.883333,13.8,Yes,Unknown,Moderate
2992,20190.0,UnitedStates,57.133333,-170.266667,Unknown,Unknown,Limited
2993,34150.0,Ireland,52.583333,-9.366667,No,Unknown,None
2994,28750.0,Poland,53.566667,14.566667,Unknown,Unknown,Limited
2995,44450.0,Turkey,41.3,36.35,Yes,Yes,Limited
2996,26420.0,Sweden,62.983333,17.716667,Yes,Unknown,Unknown
2997,28620.0,Latvia,57.4,21.533333,Yes,Yes,Limited
2998,28828.0,Germany,54.05,13.783333,Yes,Yes,Moderate
2999,35415.0,UnitedKingdom,50.55,-3.5,Yes,Yes,Limited
3000,20390.0,UnitedStates,64.55,-164.4,Unknown,Unknown,Unknown
3001,32380.0,UnitedKingdom,58.433333,-3.083333,Yes,Unknown,Limited
3002,35170.0,UnitedKingdom,50.55,-4.933333,Yes,Yes,Limited
3003,27820.0,Finland,60.45,22.233333,Yes,Yes,Limited
3004,43655.0,Ukraine,46.6,31.016667,Yes,Yes,Limited
3005,24810.0,Sweden,57.116667,18.5,Unknown,Unknown,Limited
3006,44230.0,Russia,44.1,39.066667,Yes,Yes,Major
3007,31220.0,Netherlands,51.35,3.816667,Yes,Yes,Limited
3008,38180.0,Spain,28.5,-13.85,Unknown,Unknown,Limited
3009,20090.0,UnitedStates,54.483333,-162.816667,Unknown,Unknown,Unknown
3010,20493.0,Canada,69.35,-124.083333,Unknown,Unknown,Unknown
3011,35790.0,France,50.183333,1.616667,Yes,Yes,EmergencyOnly
3012,41660.0,Albania,41.816667,19.6,No,No,Unknown
3013,38570.0,Spain,41.783333,3.033333,Yes,Yes,Limited
3014,29660.0,Denmark,54.8,11.633333,Yes,Yes,Limited
3015,39440.0,Italy,44.316667,8.5,Yes,Yes,Moderate
3016,6500.0,Canada,45.0,-64.15,Yes,Yes,Limited
3017,38750.0,France,43.4,3.7,Yes,Yes,Limited
3018,24950.0,Sweden,57.633333,18.283333,Yes,Unknown,Limited
3019,8810.0,UnitedStates,30.266667,-89.783333,Yes,Yes,Moderate
3020,28823.0,Poland,53.416667,14.55,Yes,Yes,Moderate
3021,28848.0,Germany,54.316667,13.1,Yes,Yes,Major
3022,29560.0,Denmark,55.0,11.9,Yes,Yes,Limited
3023,47030.0,Tanzania,-5.083333,39.116667,No,No,Moderate
3024,31750.0,UnitedKingdom,54.833333,-1.316667,Yes,Yes,Moderate
3025,7360.0,UnitedStates,41.516667,-70.666667,Unknown,Yes,Limited
3026,30060.0,Denmark,54.916667,9.783333,Yes,Yes,Limited
3027,35460.0,UnitedKingdom,50.616667,-2.45,Yes,Yes,Limited
3028,27990.0,Finland,60.283333,22.066667,Yes,Unknown,Limited
3029,32630.0,UnitedKingdom,60.466667,-1.3,Yes,Yes,Limited
3030,46040.0,Ghana,4.883333,-1.733333,Yes,Yes,Limited
3031,29530.0,Denmark,55.25,11.3,Yes,Yes,Limited
3032,36040.0,Jersey,49.183333,-2.116667,Yes,Yes,Limited
3033,31370.0,UnitedKingdom,51.45,0.75,Yes,Yes,Limited
3034,35560.0,UnitedKingdom,50.7,-1.5,Yes,Yes,Limited
3035,24690.0,Sweden,57.266667,16.45,Yes,Unknown,Moderate
3036,46435.0,Gabon,0.283333,9.5,Yes,No,Limited
3037,43710.0,Ukraine,46.1,32.916667,Unknown,Unknown,Unknown
3038,43150.0,Greece,35.216667,26.133333,Unknown,Unknown,Unknown
3039,35480.0,UnitedKingdom,50.683333,-1.95,Yes,Yes,Limited
3040,46306.0,EquatorialGuinea,3.783333,8.716667,No,Unknown,None
3041,20520.0,Canada,74.683333,-95.9,Unknown,Unknown,Unknown
3042,45818.0,Senegal,16.016667,-16.516667,Unknown,Unknown,Limited
3043,24840.0,Sweden,57.7,18.816667,Yes,Unknown,Limited
3044,38480.0,Spain,39.45,-0.316667,Yes,Yes,Major
3045,20483.0,UnitedStates,70.333333,-148.416667,Unknown,Unknown,Unknown
3046,37830.0,Spain,42.6,-8.766667,Yes,Yes,Limited
3047,20495.0,Canada,69.6,-120.75,Unknown,Unknown,Unknown
3048,20135.0,UnitedStates,52.233333,-174.166667,Unknown,Unknown,Unknown
3049,38590.0,Spain,42.266667,3.183333,Yes,Unknown,Limited
3050,38490.0,Spain,39.65,-0.216667,Yes,Yes,Limited
3051,30730.0,Germany,54.3,9.683333,Yes,Yes,Limited
3052,11934.0,Colombia,11.15,-74.216667,No,No,Unknown
3053,40505.0,Italy,40.783333,14.366667,Yes,Yes,Limited
3054,28770.0,Poland,54.583333,16.85,Yes,Unknown,Limited
3055,29760.0,Denmark,54.95,10.716667,Yes,Yes,Limited
3056,37040.0,France,45.933333,-0.95,Yes,Yes,Limited
3057,16030.0,UnitedStates,33.0,-118.55,Yes,Yes,Unknown
3058,27080.0,Sweden,64.683333,21.233333,Yes,Yes,Limited
3059,44803.0,Turkey,36.716667,36.183333,Yes,Yes,None
3060,5960.0,Canada,45.966667,-61.133333,Unknown,Unknown,Unknown
3061,44320.0,Georgia,42.983333,40.983333,Yes,Unknown,None
3062,37050.0,France,45.933333,-0.9,Yes,Yes,Limited
3063,31720.0,UnitedKingdom,54.65,-1.133333,Yes,Yes,Major
3064,33620.0,IsleofMan,54.316667,-4.366667,Yes,Unknown,Moderate
3065,42210.0,Greece,37.966667,23.566667,Yes,Yes,Moderate
3066,28610.0,Latvia,56.95,24.1,Yes,Unknown,Limited
3067,38395.0,Spain,37.0,-1.883333,Yes,Yes,Limited
3068,31765.0,UnitedKingdom,55.0,-1.4,Yes,Yes,Major
3069,35580.0,UnitedKingdom,50.9,-1.4,Yes,Yes,Major
3070,31070.0,Netherlands,52.1,4.266667,Yes,Unknown,Limited
3071,25640.0,Sweden,61.183333,17.166667,Unknown,Yes,Limited
3072,33570.0,UnitedKingdom,54.9,-5.033333,Yes,Yes,Limited
3073,6190.0,Canada,45.216667,-61.716667,Unknown,Unknown,Unknown
3074,46940.0,Mozambique,-12.966667,40.5,Yes,Yes,Limited
3075,20040.0,UnitedStates,55.333333,-160.533333,Yes,Yes,Limited
3076,44850.0,Turkey,36.316667,33.883333,Yes,Yes,Unknown
3077,46380.0,SaoTomeandPrincipe,0.35,6.733333,No,No,EmergencyOnly
3078,37670.0,Spain,43.533333,-7.033333,Yes,No,Limited
3079,30460.0,Denmark,56.7,8.216667,Yes,Unknown,Limited
3080,31830.0,UnitedKingdom,55.333333,-1.583333,Unknown,Unknown,Limited
3081,35110.0,UnitedKingdom,51.183333,-3.333333,Yes,Yes,Limited
3082,29600.0,Denmark,54.983333,12.283333,Yes,Yes,Limited
3083,44390.0,Turkey,41.016667,39.766667,Yes,Yes,None
3084,33370.0,UnitedKingdom,55.833333,-5.05,Yes,Yes,Limited
3085,20200.0,UnitedStates,55.983333,-160.566667,Yes,Yes,Unknown
3086,41090.0,Croatia,44.983333,14.9,Unknown,Unknown,Unknown
3087,45435.0,Tunisia,36.6,11.683333,Unknown,Unknown,None
3088,28510.0,Estonia,59.3,23.366667,Unknown,Unknown,EmergencyOnly
3089,43760.0,Ukraine,44.616667,33.533333,Yes,Yes,Major
3090,20496.0,Canada,71.966667,-125.25,Unknown,Unknown,Unknown
3091,36370.0,France,48.733333,-3.983333,Yes,Yes,Limited
3092,33950.0,Ireland,54.266667,-8.466667,Yes,Yes,Limited
3093,5880.0,Canada,45.65,-61.4,Unknown,Unknown,Unknown
3094,5490.0,UnitedStates,47.916667,-89.15,Yes,Unknown,Unknown
3095,61230.0,Japan,43.2,141.016667,Yes,Yes,Limited
3096,60435.0,SouthKorea,38.2,128.6,Unknown,Unknown,Major
3097,19660.0,UnitedStates,61.083333,-146.4,Unknown,Unknown,Unknown
3098,61967.0,Japan,33.666667,135.983333,Yes,Unknown,Limited
3099,51030.0,Indonesia,-6.85,109.7,Unknown,Unknown,Limited
3100,50030.0,Indonesia,1.066667,104.216667,Yes,Unknown,Unknown
3101,55600.0,Tonga,-19.8,-174.35,Yes,Unknown,Limited
3102,62535.0,Russia,42.866667,131.383333,Yes,Unknown,Unknown
3103,3320.0,Canada,42.266667,-81.9,Yes,Yes,Moderate
3104,57860.0,China,23.366667,116.683333,Unknown,Yes,Limited
3105,61515.0,Japan,34.066667,136.216667,Yes,Unknown,Limited
3106,62078.0,Japan,34.033333,131.75,Yes,Yes,Limited
3107,16510.0,UnitedStates,38.033333,-121.883333,Yes,Yes,Limited
3108,16970.0,UnitedStates,45.583333,-122.35,Unknown,Yes,Limited
3109,61380.0,Japan,35.666667,139.75,Yes,Yes,Major
3110,59680.0,Philippines,8.133333,123.85,Yes,Yes,Limited
3111,62255.0,Japan,32.5,130.533333,Yes,Unknown,Limited
3112,53300.0,Australia,-10.583333,142.216667,Yes,Unknown,Limited
3113,61390.0,Japan,35.45,139.583333,Yes,Yes,Major
3114,58460.0,Philippines,16.616667,120.316667,Yes,Yes,Limited
3115,8050.0,UnitedStates,39.733333,-75.55,Yes,Yes,Major
3116,54870.0,Australia,-40.766667,145.283333,Yes,Yes,Limited
3117,48273.0,UnitedArabEmirates,25.583333,55.583333,Yes,Yes,Limited
3118,8245.0,UnitedStates,38.133333,-76.533333,Yes,Unknown,Unknown
3119,54875.0,Australia,-40.833333,145.383333,No,No,Limited
3120,62115.0,Japan,33.916667,130.816667,Yes,Unknown,Limited
3121,10773.0,Jamaica,17.816667,-77.15,Yes,Unknown,None
3122,59976.0,China,31.65,121.2,Yes,Unknown,Limited
3123,49850.0,Malaysia,5.416667,100.35,Yes,Yes,Limited
3124,49930.0,Malaysia,3.0,101.4,Yes,Unknown,Limited
3125,58590.0,Philippines,12.583333,122.266667,Yes,Yes,Unknown
3126,57955.0,Taiwan,24.3,120.5,Unknown,Unknown,Limited
3127,59970.0,China,31.216667,121.5,Yes,Yes,Major
3128,52480.0,Indonesia,4.233333,126.783333,Unknown,Unknown,Unknown
3129,61900.0,Japan,38.933333,139.816667,Yes,Yes,Moderate
3130,50015.0,Singapore,1.2,103.8,Yes,Yes,Major
3131,48240.0,Oman,22.683333,59.4,No,No,Unknown
3132,61420.0,Japan,34.666667,138.95,Yes,Yes,Limited
3133,28500.0,Estonia,59.45696,24.65636,Yes,Yes,Limited
3134,51870.0,Indonesia,-3.3,116.15,Unknown,Unknown,EmergencyOnly
3135,28540.0,Estonia,58.575016,23.510001,Yes,Unknown,EmergencyOnly
3136,59340.0,Philippines,9.783333,125.5,Yes,Unknown,Unknown
3137,58690.0,Philippines,11.25,125.0,No,Yes,Limited
3138,56520.0,NorthernMarianaIslands,15.2,145.683333,No,Yes,None
3139,61165.0,Japan,42.633333,141.633333,Yes,Unknown,Limited
3140,62165.0,Japan,33.25,131.866667,Yes,Unknown,Limited
3141,57950.0,Taiwan,23.583333,119.533333,Yes,Yes,Limited
3142,61690.0,Japan,33.933333,131.233333,Yes,Yes,Limited
3143,55300.0,NewZealand,-41.283333,174.016667,Yes,Unknown,Limited
3144,60190.0,China,38.966667,117.833333,Yes,Yes,Limited
3145,62020.0,Japan,33.45,132.416667,No,Unknown,Moderate
3146,53440.0,Australia,-23.583333,150.85,Yes,Unknown,Limited
3147,52660.0,Indonesia,-2.783333,129.5,Unknown,Unknown,Unknown
3148,54350.0,Australia,-34.716667,135.85,Yes,Unknown,Unknown
3149,48155.0,Yemen,15.133333,42.6,Unknown,Yes,None
3150,7405.0,UnitedStates,41.633333,-71.216667,Yes,Yes,Limited
3151,50510.0,Indonesia,1.733333,98.766667,No,No,None
3152,51587.0,Malaysia,1.35,103.55,Yes,Unknown,Limited
3153,51070.0,Indonesia,-6.7,111.35,Unknown,Unknown,EmergencyOnly
3154,62077.0,Japan,34.216667,133.683333,Yes,Unknown,Limited
3155,51100.0,Indonesia,-6.733333,112.15,No,Unknown,None
3156,7980.0,UnitedStates,40.483333,-74.266667,Unknown,Unknown,Limited
3157,11470.0,Guadeloupe,16.416667,-61.533333,Unknown,Unknown,Unknown
3158,48120.0,SaudiArabia,24.083333,38.05,Yes,Unknown,Limited
3159,58695.0,Philippines,11.1,125.016667,No,Unknown,None
3160,51580.0,Malaysia,2.283333,111.816667,Unknown,Yes,Limited
3161,8115.0,UnitedStates,39.85,-75.25,Yes,Yes,Unknown
3162,61415.0,Japan,35.133333,138.7,Yes,Unknown,Limited
3163,48690.0,India,20.9,70.366667,Unknown,Unknown,Limited
3164,50600.0,Indonesia,5.566667,95.283333,Yes,Unknown,Limited
3165,55800.0,FrenchPolynesia,-16.733333,-151.45,Unknown,Unknown,EmergencyOnly
3166,10960.0,DominicanRepublic,19.7,-71.75,Yes,Unknown,None
3167,60440.0,NorthKorea,39.166667,127.45,Unknown,Unknown,Limited
3168,59150.0,Philippines,11.6,122.716667,Unknown,Unknown,EmergencyOnly
3169,53206.0,PapuaNewGuinea,-8.883333,148.483333,Yes,Yes,Unknown
3170,52297.0,Indonesia,-4.0,119.616667,Yes,Unknown,Limited
3171,61802.0,Japan,35.516667,135.5,No,No,Limited
3172,55560.0,Fiji,-16.766667,179.333333,No,No,EmergencyOnly
3173,60200.0,China,39.933333,119.616667,Yes,Yes,Limited
3174,10800.0,Jamaica,18.2,-78.133333,No,No,None
3175,61566.0,Japan,34.766667,134.65,Yes,Unknown,Limited
3176,53190.0,PapuaNewGuinea,-9.216667,152.766667,Unknown,Unknown,EmergencyOnly
3177,7560.0,UnitedStates,40.95,-73.083333,Unknown,Yes,Limited
3178,60220.0,China,40.683333,122.233333,Yes,Yes,Limited
3179,28515.0,Estonia,58.90606,23.423923,Yes,Yes,EmergencyOnly
3180,55150.0,NewZealand,-41.283333,174.783333,Yes,Yes,Limited
3181,48267.0,UnitedArabEmirates,24.866667,53.05,No,Unknown,None
3182,49995.0,Singapore,1.4,103.95,Unknown,Unknown,Unknown
3183,49910.0,Malaysia,4.016667,101.016667,Unknown,Unknown,Unknown
3184,62120.0,Japan,33.9,130.816667,Yes,Yes,Limited
3185,48320.0,Bahrain,26.166667,50.666667,Yes,Yes,Limited
3186,55540.0,Fiji,-18.133333,178.416667,Yes,Yes,Limited
3187,54255.0,Australia,-35.033333,137.766667,Yes,No,None
3188,60110.0,China,30.816667,108.433333,Yes,Unknown,EmergencyOnly
3189,60520.0,NorthKorea,42.333333,130.4,Unknown,Unknown,Unknown
3190,51180.0,Indonesia,-7.716667,113.216667,Yes,Unknown,Limited
3191,61890.0,Japan,38.083333,138.566667,Yes,Unknown,Unknown
3192,48279.0,UnitedArabEmirates,24.45,54.483333,No,No,None
3193,61350.0,Japan,38.316667,141.033333,Unknown,Yes,Major
3194,62380.0,Japan,33.166667,129.716667,Yes,Yes,Major
3195,57995.0,Philippines,18.516667,122.133333,Yes,Yes,EmergencyOnly
3196,49770.0,Thailand,7.833333,98.4,Yes,Yes,Limited
3197,28530.0,Estonia,58.21504,22.50695,Yes,Yes,EmergencyOnly
3198,8230.0,UnitedStates,38.866667,-77.033333,Yes,Yes,Limited
3199,50516.0,Indonesia,0.983333,103.433333,Unknown,Unknown,Unknown
3200,51830.0,Indonesia,-0.95,117.166667,No,Yes,None
3201,62110.0,Japan,34.333333,133.85,Yes,Yes,Major
3202,55450.0,NewZealand,-41.75,171.6,Yes,Yes,Moderate
3203,61500.0,Japan,34.483333,136.85,Unknown,Unknown,EmergencyOnly
3204,54660.0,Australia,-15.466667,128.1,Yes,Unknown,None
3205,54575.0,Australia,-21.816667,114.183333,No,Yes,Limited
3206,60160.0,China,37.55,121.45,Unknown,Yes,Major
3207,61547.0,Japan,34.55,135.433333,Yes,Yes,Limited
3208,170.0,Iceland,65.883333,-23.483333,No,No,Limited
3209,8318.0,UnitedStates,37.45,-77.416667,Yes,Yes,Unknown
3210,57458.0,Thailand,13.166667,100.916667,Yes,Unknown,Limited
3211,50610.0,Indonesia,5.883333,95.316667,Yes,Unknown,Limited
3212,49962.0,Malaysia,2.25,102.133333,Yes,Yes,Limited
3213,54120.0,Australia,-38.4,142.483333,Yes,Unknown,EmergencyOnly
3214,28506.0,Estonia,59.349752,24.047504,Yes,Yes,EmergencyOnly
3215,50971.0,Indonesia,-6.65,112.916667,No,Unknown,Unknown
3216,10630.0,Jamaica,18.466667,-77.466667,No,No,Limited
3217,61940.0,Japan,34.35,134.05,Yes,Unknown,Limited
3218,7600.0,UnitedStates,41.033333,-73.55,Yes,Yes,Moderate
3219,61680.0,Japan,34.033333,131.816667,Yes,Yes,Limited
3220,7740.0,UnitedStates,42.733333,-73.7,Yes,Yes,Limited
3221,61490.0,Japan,34.966667,136.633333,Yes,Yes,Limited
3222,57820.0,China,21.733333,108.583333,Unknown,Yes,Unknown
3223,51910.0,Indonesia,-2.516667,113.0,No,Unknown,Limited
3224,62224.0,Japan,31.466667,131.1,No,Unknown,Limited
3225,48287.0,Qatar,24.916667,51.566667,Yes,Yes,Limited
3226,51350.0,Indonesia,-9.633333,120.216667,Yes,Yes,None
3227,55370.0,NewZealand,-45.816667,170.633333,Yes,Yes,Moderate
3228,54220.0,Australia,-34.85,138.5,Yes,Yes,Moderate
3229,61410.0,Japan,35.233333,139.716667,Unknown,Unknown,Major
3230,49830.0,Malaysia,6.316667,99.833333,Yes,Unknown,Unknown
3231,61855.0,Japan,36.766667,137.116667,Yes,Unknown,Limited
3232,50055.0,Indonesia,1.133333,103.916667,No,Unknown,Unknown
3233,59950.0,China,29.95,121.7,Yes,Unknown,Moderate
3234,57572.0,Vietnam,10.583333,107.033333,Yes,Unknown,Unknown
3235,10772.0,Jamaica,17.883333,-77.133333,Unknown,Unknown,Limited
3236,11045.0,DominicanRepublic,18.416667,-70.016667,Unknown,Yes,Limited
3237,51695.0,Malaysia,6.083333,116.116667,Yes,Unknown,Unknown
3238,56323.0,UnitedStates,23.866667,-166.283333,Unknown,Unknown,Limited
3239,58315.0,Philippines,13.5,122.066667,No,No,Unknown
3240,28490.0,Estonia,59.459102,24.70564,Yes,Yes,Unknown
3241,52510.0,Indonesia,0.783333,127.383333,Yes,Unknown,Limited
3242,59960.0,China,30.0,122.1,Unknown,Yes,Limited
3243,3310.0,Canada,42.666667,-81.2,Yes,Yes,Moderate
3244,52940.0,Indonesia,-1.9,136.25,Unknown,Unknown,EmergencyOnly
3245,52140.0,Indonesia,-1.366667,120.75,Unknown,Unknown,EmergencyOnly
3246,53690.0,Australia,-34.483333,150.916667,Yes,Unknown,Limited
3247,17650.0,UnitedStates,47.216667,-123.1,Yes,Yes,Unknown
3248,52870.0,Indonesia,-7.983333,131.3,Unknown,Unknown,EmergencyOnly
3249,28525.0,Estonia,58.536129,22.236096,Unknown,Unknown,EmergencyOnly
3250,48035.0,Egypt,29.683333,32.366667,Unknown,Unknown,Unknown
3251,58130.0,Philippines,13.583333,124.25,Unknown,Unknown,None
3252,57580.0,Vietnam,10.766667,106.716667,Yes,Yes,Limited
3253,50441.0,Indonesia,-3.916667,102.283333,No,Yes,None
3254,61370.0,Japan,35.0,139.8,Yes,Unknown,Unknown
3255,52560.0,Indonesia,0.366667,128.75,Unknown,Unknown,Unknown
3256,56540.0,NorthernMarianaIslands,14.133333,145.15,Unknown,Unknown,Limited
3257,49960.0,Malaysia,2.533333,101.783333,Yes,No,Unknown
3258,61580.0,Japan,34.483333,133.95,Yes,Unknown,Major
3259,62113.0,Japan,33.95,132.133333,Yes,Unknown,Unknown
3260,57640.0,Vietnam,13.766667,109.233333,Yes,Yes,Limited
3261,10775.0,Jamaica,17.866667,-77.6,Yes,No,Limited
3262,54672.0,Australia,-12.666667,141.866667,No,Yes,None
3263,53380.0,Australia,-19.266667,146.816667,Yes,Unknown,Moderate
3264,48130.0,SaudiArabia,22.733333,38.983333,Unknown,Unknown,Unknown
3265,55050.0,NewZealand,-35.8,174.433333,Yes,Unknown,Limited
3266,61550.0,Japan,34.65,135.433333,Yes,Yes,Major
3267,61460.0,Japan,35.016667,138.5,Yes,Yes,Limited
3268,57657.0,Vietnam,10.816667,106.766667,Yes,Yes,Unknown
3269,61700.0,Japan,33.933333,130.933333,Yes,Yes,Major
